id,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
1,7.791287048625325,15.35461302569646,6.7355531118673495,5.198710006880189,5.198710006880189,9.009797886594354,8.899137258130143,5.025120964249041,5.025120964249041,6.055363147119719,5.434423444851572,9.787158756395936,8.195396883333009,3.45817319169648,6.355638712363451
2,9.538206399706795,17.45843587585389,3.5490959426831497,4.7286055333031545,4.7286055333031545,5.149598808715991,9.713991601157565,7.840934051758534,7.840934051758534,7.936886512599327,8.134159043678594,5.572395644644418,14.04277782393818,2.5081260557482663,5.874641535278487
3,9.527852513139909,15.415923224623509,8.520884035859694,5.9046840731286565,5.9046840731286565,9.387503983890172,8.243542051279773,4.3274478888371215,4.3274478888371215,5.411424537739406,2.0891274390440318,8.68390110604349,4.518823767340624,3.590737151590652,7.16868456713683
4,7.326511760382865,9.039967617320567,9.0379788230731,9.461010446773523,9.461010446773523,2.3866068244387773,11.303361749620203,7.169157923270394,7.169157923270394,3.0588892984999676,6.532264453450628,5.219399839173851,16.22034482751011,3.587713551570938,5.163778586038794
5,6.415274831786869,12.382188283130834,5.751296629589874,6.017270483150585,6.017270483150585,8.507959670440133,7.6966552226645,8.673761085063044,8.673761085063044,7.715109380390579,8.930355156428682,6.177064897871998,14.041620439597661,3.507351108132876,6.6902022832540045
6,9.419026173055478,16.73747360953947,6.3200521898135005,4.078628930490699,4.078628930490699,3.7831602925806194,10.71968059600501,5.188611609203554,5.188611609203554,6.1528689850925185,5.709193264373354,8.284016752977504,12.324748195842833,4.10426804565826,4.408460342487972
7,7.592571824282334,12.484179422748031,5.814080853669743,8.166197882460654,8.166197882460654,7.081676662866511,10.394669804791999,8.349069718083596,8.349069718083596,7.930247424299277,5.430173750810901,8.146526792519014,8.530332093122029,2.8652957226534292,6.958941262799534
8,10.121324307954787,17.109418825376327,7.10835182133153,4.011615305437353,4.011615305437353,1.2664677318937452,9.591280338161264,5.2729286120780205,5.2729286120780205,6.360057380731758,5.128049477999196,3.9137911734470485,14.608713785473423,4.540270402336572,4.2408823483936935
9,7.994666983369973,13.298461406391075,5.511905393651382,7.562027625047563,7.562027625047563,5.958871867821524,9.392149477061096,5.622215486326046,5.622215486326046,6.895504299869916,7.202276797441869,7.977399966635233,9.941114299809858,3.9971954708158006,7.930578051485878
10,6.612610813939522,11.767256949659894,7.026305809621782,5.447324085625921,5.447324085625921,6.606986410627635,8.479912809645068,5.736524009767804,5.736524009767804,7.0903693448117355,5.5088856538391,10.774955422817875,9.794446074244162,3.8212493090538144,6.59422915693351
11,6.717821738949377,13.959184598403386,6.448651773792244,8.357357830108867,8.357357830108867,9.25271245639177,5.929166360323096,2.2425692112524778,2.2425692112524778,5.691376141290625,4.944173431789746,8.925639723717758,7.884946678215064,4.285308827151406,5.497988105948236
12,9.11126372519938,12.746477275182365,5.944581766298228,6.379774175580355,6.379774175580355,3.66737922252266,8.376923535134516,7.189023343211967,7.189023343211967,6.012266805765966,3.241280739539007,7.658823566822086,12.283695935017846,3.8940193187599106,5.633333408392424
13,8.24372454078663,14.129796318768914,4.005595915991738,5.9737953993088,5.9737953993088,6.238476351426288,7.310908716675066,6.734824119425108,6.734824119425108,7.9086083780062095,6.462770551269725,7.958378411148834,11.599196526114445,2.6453786973258895,7.045996698884385
14,10.041571480712811,9.839463412946412,4.14831591320754,5.146395911013326,5.146395911013326,5.754246815062445,3.4783465260458186,8.398085584402105,8.398085584402105,7.0414877852108155,5.962020636923448,8.650532584601994,16.885161397240818,4.324493473859119,6.126120088324075
15,3.3850238274563385,12.594164488791613,9.719856325141746,4.266689239315948,4.266689239315948,7.853835624009659,7.332475796923422,2.801503971053084,2.801503971053084,8.124056012276213,8.719032626688943,8.811894822960575,12.134701802911053,4.713817446686769,3.5465528389808747
16,8.569240245910219,14.45012298862507,3.2670077331490375,7.20423652863816,7.20423652863816,7.428467780382771,9.157371459537154,10.568878064176088,10.568878064176088,8.387904822423936,9.047628333411417,4.1978370521996595,13.915988327252496,2.400835544469589,7.558061691285586
17,8.162422311859377,22.450734511239357,3.323059327580724,5.754262860747407,5.754262860747407,4.9182789006416066,10.91650244738805,8.294500739412682,8.294500739412682,7.507358548386523,5.119676004439496,1.1651097085945592,14.483618557629967,2.093916400892084,1.0939016306474034
18,9.795316426378793,15.84876214381786,5.132555074039792,5.65696669361493,5.65696669361493,6.987811317661267,8.601653991332432,6.321660117529491,6.321660117529491,7.0447540600208685,7.999020219991202,6.5123644842182635,12.633947685651586,4.150527962997323,5.902498603969552
19,8.681950496450703,14.568149120378571,0.18579942437568242,8.858247414433933,8.858247414433933,8.362603950485838,10.606514106024441,10.404258005786007,10.404258005786007,7.946261818190924,6.380582289730452,10.387249028061357,8.845349257093645,6.247057124564349,8.270427689251992
20,10.036760160124008,16.03448272729098,5.6377822851336585,5.823491445404119,5.823491445404119,5.833552025727625,10.134910184810797,6.355102455228788,6.355102455228788,8.278380205289752,7.729613348649012,6.555709035276401,11.00296747547797,4.216762174276665,5.910918162035568
21,11.311918721260811,15.597578641740713,6.4923104703571966,5.048598039396726,5.048598039396726,7.619978863212666,8.87106003178074,5.124710247156524,5.124710247156524,6.835844514602584,9.591227242614607,6.469453059789948,10.970755197241225,3.6963304078497874,8.54458528914462
22,8.809439413671093,14.77193115868184,8.737359155463256,6.4801499188523985,6.4801499188523985,8.153818827222882,10.11374545392611,5.116547424475623,5.116547424475623,3.2269088404793442,6.026354942864323,6.654829709837569,10.736493863368864,3.3786920529958224,6.09639504831422
23,10.80464543711444,11.927677923786643,7.110109549928754,6.518377828467813,6.518377828467813,5.86361241969616,8.520233881265451,5.9740141911810705,5.9740141911810705,5.099299992205637,6.714690220594718,7.952415053925849,12.01618566559461,2.3030215802003173,7.752269764356827
24,7.603321291734641,12.123104262093307,5.525733676380245,6.992051171864132,6.992051171864132,7.093712895535816,8.162872948554629,6.327630905005273,6.327630905005273,6.214921857477436,6.7539573635171495,9.416614626062566,11.89203960790608,2.256615597844745,6.251408901473976
25,6.521132258339096,23.406766259760353,1.942728009900581,1.2483893573048288,1.2483893573048288,7.280552531353092,7.260134187187163,6.208983524308671,6.208983524308671,13.32301655792148,4.06831056140291,6.50964537427085,6.348785003300327,2.8763282989040784,5.396105384869578
26,7.079806852966822,19.275243630113724,4.681673669240125,4.815450917886352,4.815450917886352,11.432752625263042,7.348757393913749,4.894221015165366,4.894221015165366,8.457828466025205,3.292696785570449,9.340087037305238,4.372791363251241,3.1068741463338196,5.529674941788918
27,6.832659776486601,10.439046436675488,4.124738916695792,7.347957155303025,7.347957155303025,6.732542601496369,6.195573380591717,9.783809059642312,9.783809059642312,6.282053127312694,4.245810558188504,6.882904665583405,11.547360767110135,3.7635243744461215,10.228144125067972
28,8.955649753596138,14.695794563274061,1.7333754007958633,4.0596852152384635,4.0596852152384635,2.8355738098190946,8.164770060811918,11.15758994991307,11.15758994991307,8.528558458360843,8.008218102681184,5.184671889725681,18.88337362457803,1.7323938100557652,6.160153162384109
29,6.982664919186806,18.081456337559057,2.930210623966567,3.285252515111643,3.285252515111643,3.9634096953265234,8.107562754023371,6.837319861103452,6.837319861103452,8.257243686747131,7.066466395781654,6.235954630007044,15.697511260511,4.084544634456617,4.1661420451506865
30,9.69406090764167,9.052560265300679,5.081034706151898,7.538497688492468,7.538497688492468,3.3567631141191248,4.97825371608146,8.03857532906032,8.03857532906032,5.687013664133308,4.178497785057243,6.780647492871169,15.840401476192154,3.771331454060794,6.733521978302558
31,6.960930875690316,9.216678659636862,6.705707425968006,8.638729728140312,8.638729728140312,3.475353735767184,6.616602476871691,12.346775679106834,12.346775679106834,7.156484515215975,2.6619978630413836,0.9222989957442316,16.518471388035138,1.985095018923494,5.2300926643369845
32,9.420731076991459,12.415361833725292,4.478022386485181,5.869382185244255,5.869382185244255,3.4628013557202304,6.850735726603297,8.37452069675805,8.37452069675805,6.778158510897183,6.995060179889866,6.158576340044866,19.27638050133878,2.049092385257857,2.860918144310597
33,8.029445358040142,11.215928256667212,7.305109470483753,9.535202981850246,9.535202981850246,7.100980259237611,9.940768604040686,7.433281600383517,7.433281600383517,6.52342917123994,7.181027543516729,6.440173620264001,12.034713447829791,3.1518724052034575,4.711672401823575
34,9.432699828488259,11.059719719040128,7.665490316500438,6.096016860444219,6.096016860444219,6.368597439630516,9.95194126042145,6.979312578835398,6.979312578835398,6.30925027007081,6.86254894244606,8.70662747074701,8.72363133335166,3.0665501069300887,10.796067489778455
35,0.8614686243991567,11.605728881592754,6.372070320964632,6.579744948321445,6.579744948321445,6.671483472787859,5.71017731738468,6.410964508701633,6.410964508701633,6.262308381351199,3.519473331301124,6.202578958736424,10.531202156064257,3.4349210367247567,8.433522438508147
36,10.82810370639755,20.583419395569997,3.295012790626674,7.723524914271968,7.723524914271968,10.358702701489747,6.8636442334018355,2.5420810819055255,2.5420810819055255,9.514223043852516,6.540046497486219,6.32738520209041,4.568166555459802,1.6216965893349928,6.198271922313908
37,6.315913182801657,12.689209203784657,7.979975268669863,6.494725410675468,6.494725410675468,5.7591617969673585,9.507193375682935,5.193161583168431,5.193161583168431,8.462815778168084,6.757704681295786,8.030265150417522,10.241953027859507,4.533033402730007,4.889760726171643
38,9.005569905119057,14.197649473052753,8.410723763876161,7.7781780262285745,7.7781780262285745,5.38039057716728,10.911499694772374,3.017662949158142,3.017662949158142,3.669882774408846,6.935394209679439,6.914934606515884,9.661482454404757,1.3739672716701345,7.615966849181115
39,7.845709368440034,17.173245319733155,5.673183680652795,4.960900338087923,4.960900338087923,4.091011239292358,10.805323761242505,7.394915940833913,7.394915940833913,8.516298799703119,6.135101231927932,5.146356888754317,12.554045765219993,3.4498194208163073,4.063738304912486
40,8.940038386131837,16.650868471688643,4.002741537732502,4.43894089402092,4.43894089402092,2.7266887947560647,6.509647848931145,3.770690257262232,3.770690257262232,6.653621832353462,5.11109191847498,7.474779405316202,14.16504392994365,3.279647788525964,4.485197829864286
41,12.087263200177405,12.266922248568589,8.123776361495864,7.338290712261616,7.338290712261616,8.525472369071169,7.819333781518141,4.906001326234353,4.906001326234353,8.812331230183911,6.792125619284269,8.619466530212812,7.451897397968013,2.850691673773054,6.227605127776326
