id,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,target
1,11.927033652647038,13.286597017134202,6.483038025157814,8.157897577316882,8.157897577316882,3.9331116725733857,9.981907090276152,7.485182615033931,7.485182615033931,4.655177011385062,4.140027881134925,5.404896000077491,11.762214656190409,4.09480340032925,6.825596993255432,0
2,11.871819746868194,11.510603394035556,8.450918728397548,8.265361292342718,8.265361292342718,4.676686292686958,11.394340991291097,5.281423016218986,5.281423016218986,6.508180538325759,9.903363077057126,6.768298789085493,12.068887361979993,3.408377460553489,6.837692218513141,0
3,7.420245279877236,5.189311465981271,7.40244734457659,11.32546453484336,11.32546453484336,10.877875996221395,5.398006538187461,7.320253834446865,7.320253834446865,0.5800930854746511,4.7508634852836,10.130895189878936,12.340028558748951,2.5403967211550063,8.364375999576492,0
4,8.819677109613638,15.78693886623153,7.5536580385115855,6.338240565968498,6.338240565968498,5.909423420316383,12.223354453145742,7.4615767552405625,7.4615767552405625,7.684991856049301,7.996096225892835,4.896771860277026,12.12177028942328,3.1029388075967166,4.18019880890812,0
5,10.811592854956576,16.135862914514917,6.973184802478194,5.332204882477136,5.332204882477136,6.613437743427434,8.692763584452415,6.508141919696351,6.508141919696351,6.563662775602902,6.215567835553585,4.6181055389559384,11.731116507510174,3.1159511977979295,5.988118871420704,0
6,9.794747171712473,16.025631446002045,7.239442090508891,4.820277424914851,4.820277424914851,8.24800796291587,9.297779315518923,4.519361520239701,4.519361520239701,8.03331137567898,7.796416886089052,7.8794438954362,7.716272406130376,3.138211904171303,7.739845675696271,0
7,7.428143458551645,14.731581749939473,5.151864289438881,9.281728584695816,9.281728584695816,5.614076147213367,9.212957807956746,5.756933262310686,5.756933262310686,7.150859737760643,4.6314007279580665,6.315244726810209,9.964528216235927,5.540226261103475,4.270039456680323,0
8,9.254124492811664,11.679642332016886,5.837785122582394,8.080470238838327,8.080470238838327,8.258371949155714,8.014558527744038,8.04975163295509,8.04975163295509,7.059622900087641,4.519705969206289,8.545434249395434,9.003556815069414,2.003863957179712,6.8850559788253545,1
9,8.252177648874135,2.969423376130491,8.018006256987551,9.4521695668432,9.4521695668432,5.942973965830403,5.525071821697775,8.499907610075997,8.499907610075997,1.3532042634919987,6.437668404965096,8.13931041232193,16.659585059387318,1.9053899869752857,10.500097702119039,0
10,11.198087729545094,11.995488640855628,4.96255892519329,6.498604185384226,6.498604185384226,6.466591698585372,5.948477453504367,8.689905636878915,8.689905636878915,5.519152561052616,5.040644696608953,6.333205000798945,14.193194357102563,4.16305643281285,7.202659341011068,0
11,11.989518686319084,9.879660064841202,6.390034563403123,8.715397104950819,8.715397104950819,4.339357323152191,8.3592499001624,6.797718067540478,6.797718067540478,7.5484160383936425,8.988542697668148,5.838918039647088,12.523820018322446,3.360486841510874,9.192150729158232,0
12,6.952072886744639,12.9340447931138,7.012995313357894,5.422505307698675,5.422505307698675,5.700901010196663,8.181378016917186,4.767948100119508,4.767948100119508,8.620574892420752,6.267316567790612,9.302988556054668,9.946291775096933,4.387000531411545,5.767878582173962,0
13,10.0252066187975,19.67617849950406,7.061352532555682,4.8938130420172214,4.8938130420172214,11.355750570977834,9.455582809787197,5.1273925469951385,5.1273925469951385,5.335874541062413,5.919694666343375,6.553616395604128,8.689106328285138,3.47293474309088,4.187020618458412,1
14,8.902128662889854,16.682347218524317,7.367228185253714,6.968168339549983,6.968168339549983,8.517091186930802,7.932177566872657,4.185480749168889,4.185480749168889,6.822868909323197,2.5142584378835546,6.411583602470354,4.802349902120871,2.917683103044586,6.644078474232096,0
15,9.808929586633234,16.24859933469435,5.164540108338013,5.801144354387949,5.801144354387949,8.200547768927644,10.923068311819152,6.917264690655608,6.917264690655608,8.497901076600462,9.673012158023782,7.760944681501779,10.45180591246339,3.771731208154421,6.358900314313145,0
16,11.659708590331059,12.446332609804653,4.090206993468205,5.224477399695331,5.224477399695331,3.3796679632393456,5.443757718433156,6.154572624720478,6.154572624720478,4.920103564980588,5.867078004460513,8.267270326867308,16.99833764742103,3.17633263437031,5.985572294201579,1
